Var1,Var2,Var3,Var4,Var5
14,17,-0.142197885513328,-0.104137083885078,0.98434507623874
14,18,-0.14625176603256,-0.14736216604621,0.978210004523838
14,19,-0.15047783614162,-0.192615694190352,0.969667785987399
14,20,-0.148906415834645,-0.240066944089173,0.959267815408693
14,21,-0.145893307127809,-0.289842474986751,0.945889254949471
14,22,-0.142983141602377,-0.343064766704172,0.928365438318191
14,23,-0.147831259433909,-0.399609239531778,0.904686893027095
14,24,-0.147442000146212,-0.454439054741203,0.878490752437842
14,25,-0.153954256407755,-0.506007495122027,0.848678090806089
14,26,-0.155071990735523,-0.555901153793938,0.816655732178432
14,27,-0.153040058412348,-0.602442364299142,0.783353009963455
14,28,-0.149482067319352,-0.648022690229477,0.74680767570887
